frame_idx,timestamp_ms,has_pose,inference_ms,mean_visibility_keep,mean_presence_keep,occluded_frac_keep,wrist_speed_m_s
0,0,1,66.50149999768473,0.4878033090914999,0.37501947501940386,0.5714285714285714,0.0
1,17,1,35.502099999575876,0.48679823907358305,0.3550604951700994,0.5714285714285714,1.5092637175379306
2,33,1,33.99520000675693,0.4798881235931601,0.2739218150797699,0.5714285714285714,2.1796500323546875
3,50,1,34.171100007370114,0.48181228392890524,0.3323892102177654,0.5714285714285714,2.5664757975189767
4,67,1,33.987799994065426,0.4764456828790052,0.2827269014503275,0.5714285714285714,2.6002407612066754
5,84,1,34.58320000208914,0.47924632685525076,0.34050094934978653,0.5714285714285714,1.2960069311394304
6,100,1,34.040600003208965,0.4723952061363629,0.27552474034018815,0.5714285714285714,1.8548060205891612
7,117,1,34.7946999972919,0.48557780204074724,0.4662691918866975,0.5714285714285714,1.5047134615259974
8,134,1,34.65370000049006,0.48774553037115503,0.3662155319803527,0.5714285714285714,1.6861692538939435
9,150,1,34.05280000879429,0.4938358834811619,0.3761160692998341,0.5714285714285714,1.2180054116079186
10,167,1,34.14750000229105,0.4947693023298468,0.3575790202511208,0.5714285714285714,0.19619884186924025
11,184,1,34.14340000017546,0.4968300648033619,0.3367656291063343,0.5714285714285714,1.312458452904168
12,200,1,33.94259999913629,0.4961026193840163,0.320797996728548,0.5714285714285714,0.6578036745152834
13,217,1,35.09960000519641,0.49066364179764477,0.2978093766474298,0.5714285714285714,1.232497853864119
14,234,1,34.3630999996094,0.4901944414845535,0.31064880293394836,0.5714285714285714,1.2832087705002242
15,251,1,34.67140000429936,0.4988147834581988,0.35999088415077757,0.5714285714285714,0.54909612880351
16,267,1,33.935499988729134,0.5089851671031543,0.4124023262411356,0.5714285714285714,0.9946323561548817
17,284,1,34.30710000975523,0.5069545826741627,0.3299083375771131,0.5714285714285714,0.89577673833042
18,301,1,34.31639999325853,0.512638408690691,0.41168427121426376,0.5714285714285714,0.2542464399144765
