frame_idx,timestamp_ms,has_pose,inference_ms,mean_visibility_keep,mean_presence_keep,occluded_frac_keep,wrist_speed_m_s
0,0,1,54.352499995729886,0.9183406191212791,0.8572032281330654,0.0,0.0
1,17,1,23.022599998512305,0.9234948796885354,0.9549180950437274,0.0,1.2047333133879436
2,33,1,22.174800003995188,0.9140373170375824,0.7034735466752734,0.0,2.3918141510696973
3,50,1,22.0197000016924,0.9131140794072833,0.8328944274357387,0.0,1.9760701318481317
4,67,1,22.676599997794256,0.8979887792042324,0.5642846279910633,0.0,1.01724588578731
5,84,1,22.27449999190867,0.9029800423554012,0.9281031063624791,0.0,0.6462879769754475
6,100,1,23.241199989570305,0.9013027591364724,0.7851886195795876,0.0,1.8073411707854894
7,117,1,22.45799999218434,0.9016605275017875,0.7504082577569144,0.0,1.2372947162945436
8,134,1,22.104500007117167,0.9058573842048645,0.8912990646702903,0.0,0.650852775960468
9,150,1,22.620100004132837,0.9122755825519562,0.964531272649765,0.0,0.4151405473905756
10,167,1,22.37540000351146,0.9191695196287972,0.9741601688521249,0.0,0.8864116479387
11,184,1,22.19429999240674,0.9207701299871717,0.8784443991524833,0.0,0.7298507163226801
12,201,1,22.31949999986682,0.9278424893106733,0.9919006441320691,0.0,0.7120112443038445
13,217,1,25.255799992009997,0.9249717124870845,0.802408686705998,0.0,0.8964283061945111
14,234,1,22.31960000062827,0.9311348327568599,0.9925073512962886,0.0,0.525299095493004
15,251,1,21.931099996436387,0.9352141746452877,0.9688586209501538,0.0,0.17695359599728938
16,267,1,22.689700010232627,0.9403739273548126,0.9897858585630145,0.0,0.30270791672352415
17,284,1,22.531599999638274,0.9444326886108944,0.976309767791203,0.0,0.35885114860307715
18,301,1,22.30460000282619,0.948506589446749,0.9830493416104998,0.0,0.3945031949694167
19,318,1,22.198299993760884,0.9526112633092063,0.9882475009986332,0.0,0.20389012907444154
20,334,1,22.134500002721325,0.956727317401341,0.9961980623858315,0.0,0.5431225679496551
21,351,1,22.1810000075493,0.9605789056846074,0.9970423408917019,0.0,0.9096442958649215
