frame_idx,timestamp_ms,landmark_idx,landmark_name,x_m,y_m,z_m,visibility,presence
0,0,11,left_shoulder,0.15925432741641998,-0.3896965980529785,-0.3192805349826813,0.999495267868042,0.9990637898445129
0,0,12,right_shoulder,-0.1322513222694397,-0.4168887436389923,-0.1858823150396347,0.9982839226722717,0.9977521300315857
0,0,23,left_hip,0.0995766893029213,0.0029629450291395187,-0.04668775573372841,0.9570568203926086,0.8082431554794312
0,0,24,right_hip,-0.09780219942331314,-0.0013093408197164536,0.04662303999066353,0.9503557682037354,0.8191283345222473
0,0,13,left_elbow,0.20001374185085297,-0.1328461915254593,-0.3247758448123932,0.9993568062782288,0.9975442290306091
0,0,14,right_elbow,-0.13301517069339752,-0.2057638168334961,-0.14383548498153687,0.9098213315010071,0.9975810050964355
0,0,15,left_wrist,0.20751653611660004,0.07086756825447083,-0.37924879789352417,0.9884825348854065,0.9284250140190125
0,0,16,right_wrist,-0.22647270560264587,-0.04345717281103134,-0.21448960900306702,0.7859271764755249,0.9549779891967773
0,0,21,left_thumb,0.19383195042610168,0.0940861701965332,-0.3879818618297577,0.9784335494041443,0.8040648698806763
0,0,22,right_thumb,-0.21696163713932037,-0.02541394531726837,-0.23007087409496307,0.8258675932884216,0.8811789751052856
0,0,19,left_index,0.18312068283557892,0.151672825217247,-0.4147851765155792,0.9725029468536377,0.69387286901474
0,0,20,right_index,-0.22680878639221191,0.01604091003537178,-0.2531200051307678,0.7781206965446472,0.8064209818840027
0,0,17,left_pinky,0.2208087146282196,0.12868306040763855,-0.40563371777534485,0.9660546183586121,0.5675363540649414
0,0,18,right_pinky,-0.24876239895820618,-6.159022450447083e-05,-0.22389216721057892,0.7470096349716187,0.7450554966926575
1,17,11,left_shoulder,0.16030912101268768,-0.41203436255455017,-0.30718880891799927,0.9995297193527222,0.9997547268867493
1,17,12,right_shoulder,-0.13641273975372314,-0.43401211500167847,-0.18605192005634308,0.998420238494873,0.9995218515396118
1,17,23,left_hip,0.09958148002624512,0.004218962509185076,-0.04498375207185745,0.959732711315155,0.9348046779632568
1,17,24,right_hip,-0.09801345318555832,-0.0021447029430419207,0.044574618339538574,0.9534685611724854,0.9301019310951233
1,17,13,left_elbow,0.21815097332000732,-0.16400505602359772,-0.31778544187545776,0.9994059205055237,0.9994463324546814
1,17,14,right_elbow,-0.1603282243013382,-0.2074473649263382,-0.14890210330486298,0.9169917106628418,0.9990839958190918
1,17,15,left_wrist,0.20758171379566193,0.04386143758893013,-0.3563566207885742,0.9892517924308777,0.9873718023300171
1,17,16,right_wrist,-0.23091958463191986,-0.04068698734045029,-0.21634423732757568,0.8011993169784546,0.9857044219970703
1,17,21,left_thumb,0.19287636876106262,0.06531281024217606,-0.3656958341598511,0.9794467091560364,0.9560280442237854
1,17,22,right_thumb,-0.2188250869512558,-0.023189669474959373,-0.23067118227481842,0.836064875125885,0.9568946957588196
1,17,19,left_index,0.17393310368061066,0.12502948939800262,-0.3896489143371582,0.9738606810569763,0.9195261597633362
1,17,20,right_index,-0.22517640888690948,0.024466603994369507,-0.2539753317832947,0.7915312051773071,0.9286928772926331
1,17,17,left_pinky,0.2175719439983368,0.10745050758123398,-0.3756404519081116,0.9677350521087646,0.8676297664642334
1,17,18,right_pinky,-0.24871878325939178,0.010200907476246357,-0.22539843618869781,0.762289822101593,0.9042920470237732
2,33,11,left_shoulder,0.16037416458129883,-0.4208863377571106,-0.28725525736808777,0.9995335340499878,0.9980574250221252
2,33,12,right_shoulder,-0.13637782633304596,-0.44981610774993896,-0.1786644160747528,0.9984393119812012,0.9949878454208374
