frame_idx,timestamp_ms,landmark_idx,landmark_name,x_m,y_m,z_m,visibility,presence
0,0,11,left_shoulder,0.13673672080039978,-0.45431604981422424,-0.10226178914308548,0.9993411898612976,0.9987066984176636
0,0,12,right_shoulder,-0.14009949564933777,-0.5129385590553284,-0.030394166707992554,0.9918079972267151,0.9764046669006348
0,0,23,left_hip,0.09093919396400452,0.0012383954599499702,0.02643962949514389,0.9914101958274841,0.9859082102775574
0,0,24,right_hip,-0.08764855563640594,-0.005701709073036909,-0.025652756914496422,0.9869391918182373,0.9704266786575317
0,0,13,left_elbow,0.2077273279428482,-0.24554556608200073,-0.0968775823712349,0.9836296439170837,0.997190535068512
0,0,14,right_elbow,-0.1445843130350113,-0.2211151421070099,-0.04056159779429436,0.4492228627204895,0.9718965291976929
0,0,15,left_wrist,0.22706758975982666,-0.010707680135965347,-0.06508048623800278,0.91185063123703,0.9920117259025574
0,0,16,right_wrist,-0.17154479026794434,-0.010377163998782635,-0.06787437945604324,0.10879901796579361,0.885248601436615
0,0,21,left_thumb,0.21790790557861328,0.023902930319309235,-0.07315719872713089,0.8559685945510864,0.9792640805244446
0,0,22,right_thumb,-0.15802167356014252,-0.007194205187261105,-0.0844874456524849,0.1159173920750618,0.8205586671829224
0,0,19,left_index,0.18880926072597504,0.04938282445073128,-0.08445737510919571,0.8720260262489319,0.9638510942459106
0,0,20,right_index,-0.13036330044269562,0.011665074154734612,-0.11172863841056824,0.0980023741722107,0.710695743560791
0,0,17,left_pinky,0.2297539860010147,0.036362484097480774,-0.06916239112615585,0.8538747429847717,0.9666594862937927
0,0,18,right_pinky,-0.14664193987846375,0.03514789789915085,-0.09106097370386124,0.08681578934192657,0.7470571994781494
1,17,11,left_shoulder,0.13663040101528168,-0.45289692282676697,-0.10746466368436813,0.9993240237236023,0.9977453351020813
1,17,12,right_shoulder,-0.14497601985931396,-0.5113222599029541,-0.04335349053144455,0.991753101348877,0.9643040299415588
1,17,23,left_hip,0.0911552757024765,0.0011629331856966019,0.0265851691365242,0.9917377233505249,0.9896055459976196
1,17,24,right_hip,-0.08792128413915634,-0.005543068516999483,-0.025745555758476257,0.9874637126922607,0.9790323972702026
1,17,13,left_elbow,0.2055663913488388,-0.24415479600429535,-0.09719128906726837,0.9835586547851562,0.9973844885826111
1,17,14,right_elbow,-0.15560846030712128,-0.22097501158714294,-0.06555308401584625,0.4659459590911865,0.9757367372512817
1,17,15,left_wrist,0.2270687222480774,-0.010107437148690224,-0.06486465781927109,0.9114213585853577,0.9936023354530334
1,17,16,right_wrist,-0.17413952946662903,-0.010412809439003468,-0.10907621681690216,0.11692081391811371,0.9160746335983276
1,17,21,left_thumb,0.2179328352212906,0.024811873212456703,-0.07311376184225082,0.8541750907897949,0.9831242561340332
1,17,22,right_thumb,-0.15894679725170135,-0.007163355592638254,-0.12577855587005615,0.12111648917198181,0.863229513168335
1,17,19,left_index,0.18897244334220886,0.05052291601896286,-0.08445806056261063,0.8704626560211182,0.9690362811088562
1,17,20,right_index,-0.13022170960903168,0.011835026554763317,-0.15754136443138123,0.10308993607759476,0.7601807117462158
1,17,17,left_pinky,0.22983191907405853,0.037960734218358994,-0.06868668645620346,0.8523766398429871,0.9718029499053955
1,17,18,right_pinky,-0.1480284482240677,0.03556917607784271,-0.1379828006029129,0.09169179201126099,0.7873170375823975
2,33,11,left_shoulder,0.13635870814323425,-0.45194730162620544,-0.10772754997015,0.999305784702301,0.9980114698410034
2,33,12,right_shoulder,-0.14680202305316925,-0.5113253593444824,-0.047659099102020264,0.9920662641525269,0.9828375577926636
2,33,23,left_hip,0.09118897467851639,0.0011593704111874104,0.02674337476491928,0.9920251369476318,0.9901774525642395
2,33,24,right_hip,-0.08798093348741531,-0.0055229393765330315,-0.025884615257382393,0.9879970550537109,0.9840532541275024
2,33,13,left_elbow,0.2050885409116745,-0.24297070503234863,-0.09425441175699234,0.9832978844642639,0.9981763362884521
2,33,14,right_elbow,-0.16120436787605286,-0.2214282751083374,-0.06969156861305237,0.4936455190181732,0.9900091886520386
2,33,15,left_wrist,0.227096289396286,-0.009579526260495186,-0.0554005429148674,0.9120087623596191,0.9963288903236389
2,33,16,right_wrist,-0.17685982584953308,-0.010643428191542625,-0.11019552499055862,0.14541040360927582,0.9768635630607605
2,33,21,left_thumb,0.21797753870487213,0.025355862453579903,-0.06427674740552902,0.8543914556503296,0.9899995923042297
2,33,22,right_thumb,-0.16059164702892303,-0.007258303463459015,-0.12663665413856506,0.14108693599700928,0.956916093826294
2,33,19,left_index,0.18898797035217285,0.051260583102703094,-0.07506944984197617,0.8704609274864197,0.9805495142936707
2,33,20,right_index,-0.13038840889930725,0.01182161271572113,-0.15820631384849548,0.12305229902267456,0.9121734499931335
2,33,17,left_pinky,0.22984357178211212,0.03875447064638138,-0.05679262429475784,0.8526877760887146,0.9820236563682556
2,33,18,right_pinky,-0.15003177523612976,0.03556445986032486,-0.1391950398683548,0.11082971096038818,0.9216324090957642
3,50,11,left_shoulder,0.13594016432762146,-0.4496629536151886,-0.11314988136291504,0.9992738962173462,0.9978634715080261
3,50,12,right_shoulder,-0.14853841066360474,-0.5104174613952637,-0.06179938465356827,0.9920752644538879,0.9728714227676392
3,50,23,left_hip,0.09123338758945465,0.0011351058492437005,0.02729819528758526,0.9922314286231995,0.9919875860214233
3,50,24,right_hip,-0.08805341273546219,-0.005468504503369331,-0.026467956602573395,0.9883301258087158,0.9848991632461548
3,50,13,left_elbow,0.20384283363819122,-0.2421112209558487,-0.09251705557107925,0.9820513725280762,0.9982677698135376
3,50,14,right_elbow,-0.16555185616016388,-0.22126787900924683,-0.09084657579660416,0.5051247477531433,0.9837051033973694
3,50,15,left_wrist,0.22830957174301147,-0.007878617383539677,-0.034308772534132004,0.9049147367477417,0.9947865009307861
3,50,16,right_wrist,-0.17812176048755646,-0.006500964518636465,-0.12600255012512207,0.14740191400051117,0.9403011202812195
3,50,21,left_thumb,0.2199934870004654,0.027408935129642487,-0.043075911700725555,0.843078076839447,0.9841012358665466
3,50,22,right_thumb,-0.1612665206193924,-0.002157439012080431,-0.14173524081707,0.1398155689239502,0.8926586508750916
3,50,19,left_index,0.19158703088760376,0.054367490112781525,-0.04931023716926575,0.8590734004974365,0.9690719842910767
3,50,20,right_index,-0.13038527965545654,0.019291089847683907,-0.1711266040802002,0.1220887079834938,0.7969660758972168
3,50,17,left_pinky,0.2317192256450653,0.0408984012901783,-0.029675545170903206,0.8406187891960144,0.9726685881614685
3,50,18,right_pinky,-0.15066693723201752,0.04196760430932045,-0.15367011725902557,0.11018761247396469,0.8173813223838806
4,67,11,left_shoulder,0.1359364539384842,-0.4483187198638916,-0.1176823154091835,0.9992801547050476,0.9987350106239319
4,67,12,right_shoulder,-0.14988942444324493,-0.5096641182899475,-0.0672139897942543,0.9923233985900879,0.9829990267753601
4,67,23,left_hip,0.09124647825956345,0.0011203153990209103,0.027521668002009392,0.99266517162323,0.9952971339225769
4,67,24,right_hip,-0.08808630704879761,-0.005414100829511881,-0.026693658903241158,0.9889919757843018,0.9911258816719055
4,67,13,left_elbow,0.20345990359783173,-0.24122078716754913,-0.09262461960315704,0.9815562963485718,0.9988666772842407
4,67,14,right_elbow,-0.17083361744880676,-0.22113782167434692,-0.09188845753669739,0.5174201130867004,0.9899142980575562
4,67,15,left_wrist,0.2319677770137787,-0.006565943360328674,-0.03648789972066879,0.9016016125679016,0.9966509938240051
4,67,16,right_wrist,-0.17905670404434204,-0.005653273314237595,-0.12440530210733414,0.1498914361000061,0.9613943696022034
4,67,21,left_thumb,0.22477702796459198,0.02892031893134117,-0.04531160369515419,0.8370024561882019,0.9901657700538635
4,67,22,right_thumb,-0.16154396533966064,-0.0012514523696154356,-0.14008298516273499,0.13914784789085388,0.9302170276641846
4,67,19,left_index,0.1983809769153595,0.056282807141542435,-0.05243705213069916,0.8527973294258118,0.9806503653526306
4,67,20,right_index,-0.1298423856496811,0.020282430574297905,-0.16939057409763336,0.12161607295274734,0.8647014498710632
4,67,17,left_pinky,0.23680812120437622,0.04249519109725952,-0.03296350687742233,0.834159255027771,0.9828354716300964
4,67,18,right_pinky,-0.15074071288108826,0.04368792101740837,-0.15186293423175812,0.11012296378612518,0.8806673288345337
5,84,11,left_shoulder,0.13544464111328125,-0.4472745358943939,-0.11873430013656616,0.9993055462837219,0.9990973472595215
5,84,12,right_shoulder,-0.15318027138710022,-0.5087248682975769,-0.06763599067926407,0.992659866809845,0.9864209890365601
5,84,23,left_hip,0.09141546487808228,0.0010924040107056499,0.02778799459338188,0.9929208159446716,0.9925083518028259
5,84,24,right_hip,-0.08828472346067429,-0.005358168855309486,-0.026971779763698578,0.9893836379051208,0.9852908849716187
5,84,13,left_elbow,0.20304270088672638,-0.2388066202402115,-0.09283081442117691,0.9814344048500061,0.9986703395843506
5,84,14,right_elbow,-0.17335845530033112,-0.22023750841617584,-0.08883100748062134,0.5314481258392334,0.9878546595573425
5,84,15,left_wrist,0.23308993875980377,-0.004526245873421431,-0.03709493950009346,0.901786744594574,0.9966981410980225
5,84,16,right_wrist,-0.18006399273872375,-0.005419832654297352,-0.12062705308198929,0.15744048357009888,0.9606677889823914
5,84,21,left_thumb,0.22594857215881348,0.03087877668440342,-0.04559127613902092,0.8364008069038391,0.9913188815116882
5,84,22,right_thumb,-0.16221819818019867,-0.001119244727306068,-0.13645093142986298,0.1436040699481964,0.9351642727851868
5,84,19,left_index,0.19993092119693756,0.05807079002261162,-0.05301489308476448,0.8523156046867371,0.9835349321365356
5,84,20,right_index,-0.12983983755111694,0.020177144557237625,-0.16569040715694427,0.12621255218982697,0.8775413036346436
5,84,17,left_pinky,0.23827697336673737,0.04474835470318794,-0.03492619842290878,0.8337735533714294,0.9850205183029175
