frame_idx,timestamp_ms,has_pose,inference_ms,mean_visibility_keep,mean_presence_keep,occluded_frac_keep,wrist_speed_m_s
0,0,1,94.9586999922758,0.8388861673218864,0.8024743284497943,0.0,0.0
1,17,1,35.8669999986887,0.8435156728540149,0.8131229111126491,0.0,3.1841984897297966
2,33,1,34.560600004624575,0.8518551800932203,0.8571434766054153,0.0,1.623272248500731
3,50,1,34.82999998959713,0.8522988132068089,0.7799462974071503,0.0,0.8145807360026177
4,67,1,36.167600002954714,0.8511445777756828,0.7491797208786011,0.0,0.7841701201093881
5,84,1,58.109999998123385,0.8616063041346413,0.8957926801272801,0.0,3.668523014183936
6,100,1,35.952399994130246,0.8715125066893441,0.9436130608831134,0.0,1.1776811839376466
7,117,1,36.85550000227522,0.8809014856815338,0.9414536612374442,0.0,1.7617412115983944
8,134,1,34.91509999730624,0.8884919285774231,0.9430853298732212,0.0,1.5018262692652793
9,150,1,34.697099996265024,0.8954886879239764,0.951043997492109,0.0,1.0296515877553327
10,167,1,48.086299997521564,0.8996663221291133,0.8987778893538884,0.0,1.1138529806718211
11,184,1,51.34959999122657,0.9073564963681358,0.9660926078047071,0.0,0.991619647119332
12,201,1,35.84789999877103,0.9111201081957135,0.9365885768617902,0.0,1.500570045092144
13,217,1,33.844100005808286,0.9159594603947231,0.9349610890660968,0.0,0.4442148005732126
14,234,1,35.06690000358503,0.920889675617218,0.9489923885890416,0.0,0.4874281546790568
15,251,1,35.24420000030659,0.9270407770361219,0.9790890940598079,0.0,0.8305490035254106
16,267,1,55.18980001215823,0.9331512791769845,0.987919522183282,0.0,0.4622844228062946
17,284,1,49.74599998968188,0.9364357207502637,0.9479003080299923,0.0,0.4430951575765617
18,301,1,38.08359999675304,0.9416233854634422,0.98713966352599,0.0,0.1700256648392059
19,318,1,36.67699999641627,0.944742236818586,0.967102872473853,0.0,0.26405382995174737
20,334,1,34.976800001459196,0.9488489840711866,0.9866104892321995,0.0,1.088179106361765
21,351,1,46.04020000260789,0.952783112015043,0.98678919672966,0.0,0.7036061461259233
22,368,1,59.49739999778103,0.9566804681505475,0.9895459200654712,0.0,0.6723375149094322
23,385,1,41.04840000218246,0.9593579513686044,0.9764038494655064,0.0,0.48993486722485363
24,401,1,36.14989999914542,0.9623603991099766,0.9841416094984327,0.0,0.29228729278533744
25,418,1,37.65310000744648,0.9645108325140817,0.977770209312439,0.0,0.42710081563089647
26,435,1,46.48790000646841,0.9669072883469718,0.9845344935144696,0.0,0.6192061083228041
27,451,1,60.50030000915285,0.9688823606286731,0.9796663394996098,0.0,0.9855396384443654
28,468,1,37.65220000059344,0.9697807388646262,0.9437874938760485,0.0,1.0785462744761805
29,485,1,34.70780000498053,0.9717253616877964,0.9790585551943097,0.0,1.2160426143678857
30,502,1,38.57770000468008,0.9738505482673645,0.9865652195044926,0.0,1.2524350657518484
31,518,1,35.77269999368582,0.9761330442769187,0.9921524482113975,0.0,1.727095086334287
32,535,1,60.02589999116026,0.978148592369897,0.9950220670018878,0.0,0.9832231311123293
33,552,1,54.476299992529675,0.9795769623347691,0.9854675914560046,0.0,1.2367359814241554
34,568,1,36.33879999688361,0.9811289778777531,0.9877832659653255,0.0,0.6370447217046004
35,585,1,37.17749999486841,0.9821392723492214,0.9831089718001229,0.0,1.1762488537983893
36,602,1,39.32630000053905,0.982454240322113,0.9717613288334438,0.0,1.7584382299990742
37,619,1,35.640200003399514,0.982852326972144,0.9704597677503314,0.0,1.7304497251809023
38,635,1,64.31690001045354,0.9827004628522056,0.9578183548791068,0.0,1.5195287348190634
39,652,1,44.21369999181479,0.9825990753514426,0.9603746107646397,0.0,1.620439377921824
40,669,1,38.144699996337295,0.9788271103586469,0.8862141413348061,0.0,1.1728018228400132
41,685,1,35.10749999259133,0.9767024176461356,0.9041954917567117,0.0,1.881113728627222
42,702,1,35.87849999894388,0.9670091228825706,0.6360161900520325,0.0,1.2833430701381938
43,719,1,42.03300000517629,0.9514503564153399,0.5604193987590926,0.0,0.9821720224971708
44,736,1,57.738799994695,0.9435306234019143,0.6647832414933613,0.0,1.5421553310431368
45,752,1,40.941100000054576,0.938384975705828,0.6668265270335334,0.0,1.8920282862108826
46,769,1,38.819299996248446,0.9388043284416199,0.7468090951442719,0.0,1.1526121536828902
47,786,1,35.80700000748038,0.9338780726705279,0.6594114644186837,0.0,2.334933435196985
48,802,1,35.57439999713097,0.9336461680276054,0.721269679921014,0.0,2.2559066382309187
49,819,1,59.46010000479873,0.9351544295038495,0.8134757535798209,0.0,0.9308705100817294
50,836,1,42.320000007748604,0.9344152723039899,0.774721064737865,0.0,1.5193978707761262
51,853,1,36.107599997194484,0.9330702211175647,0.7700440628187997,0.0,3.5698987041353227
52,869,1,37.63710000202991,0.9359601863792965,0.9137507336480277,0.0,5.271842567380308
53,886,1,36.47939999063965,0.9406144065516335,0.9764616574559893,0.0,4.539504192776028
54,903,1,49.08300000533927,0.9453596685613904,0.9891730972698757,0.0,2.744227567950858
55,920,1,55.37779998849146,0.9503128230571747,0.9961972875254494,0.0,2.5017360269577376
56,936,1,40.58149999764282,0.9549764905657087,0.998146231685366,0.0,2.808095531953665
57,953,1,34.59800001292024,0.9593157640525273,0.9988428992884499,0.0,3.5476665143375126
58,970,1,35.182999999960884,0.9633508622646332,0.9996875907693591,0.0,2.6981626544197135
59,986,1,34.81090000423137,0.9669484283242907,0.9995937815734318,0.0,2.1278796090640038
60,1003,1,58.50240000290796,0.9701031191008431,0.9993809844766345,0.0,2.0562370655128506
61,1020,1,40.99860000133049,0.9728817514010838,0.999024361371994,0.0,1.9041377941328175
62,1037,1,34.225199997308664,0.9753899446555546,0.9988239492688861,0.0,1.1936105681291656
63,1053,1,34.228900010930374,0.977647704737527,0.9983825811317989,0.0,1.144432930333539
64,1070,1,34.6276000054786,0.979561060667038,0.9982081013066428,0.0,1.563681411358029
65,1087,1,51.52390000876039,0.9815367885998317,0.999710180929729,0.0,2.4996389240801298
66,1103,1,51.89319999772124,0.9833257411207471,0.9997588779245105,0.0,1.2721221794162778
67,1120,1,37.90599999774713,0.9848536934171405,0.9994867869785854,0.0,2.490633692406359
68,1137,1,34.449500002665445,0.986274003982544,0.9996104282992226,0.0,2.0109553500606223
69,1154,1,36.3766999944346,0.9873782055718558,0.9992121926375798,0.0,1.087978661580515
70,1170,1,35.50559999712277,0.9885508120059967,0.9997190833091736,0.0,3.2591019669637844
71,1187,1,58.75050000031479,0.9894564875534603,0.9991934554917472,0.0,1.7669809875844835
72,1204,1,43.104299998958595,0.9903562537261418,0.9995209489549909,0.0,1.256372010582591
73,1220,1,34.7887000098126,0.9911496043205261,0.9991474407059806,0.0,5.718779536247558
74,1237,1,34.33749999385327,0.9919642891202655,0.9996437898703984,0.0,2.949565631659248
75,1254,1,37.93019999284297,0.9926202382360186,0.9991455546447209,0.0,2.3310117837518383
76,1271,1,43.39079999772366,0.9931378321988242,0.9982151687145233,0.0,1.3078301562447077
77,1287,1,56.141700013540685,0.9936099563326154,0.9985024971621377,0.0,1.6506728418255239
78,1304,1,38.00879999471363,0.9938897235052926,0.9974988741534097,0.0,1.2431149091935054
79,1321,1,51.594799995655194,0.9938096361500877,0.9963067046233586,0.0,0.6130115076920153
80,1337,1,37.8266000043368,0.9937456122466496,0.9972930806023734,0.0,1.1245509764775972
81,1354,1,35.20019999996293,0.9934252415384565,0.9956517474991935,0.0,1.7284736295282779
82,1371,1,58.37480000627693,0.99341966850417,0.9972988367080688,0.0,2.054714688307478
83,1388,1,40.3502999979537,0.9936954038483756,0.9987824772085462,0.0,2.248224467704384
84,1404,1,34.184499992989004,0.9937122208731515,0.9989425667694637,0.0,4.329988717855543
85,1421,1,35.11290000460576,0.99363973736763,0.9987859300204686,0.0,2.663171894702539
86,1438,1,34.921400001621805,0.9934750582490649,0.9987665585109166,0.0,2.5008456191469963
87,1455,1,43.06110000470653,0.9933308788708278,0.9985561328274863,0.0,2.357920345278708
88,1471,1,63.419499987503514,0.9926210428987231,0.9982315259320396,0.0,1.2650393450111226
89,1488,1,41.17650000262074,0.9920890799590519,0.998064147574561,0.0,0.9506524952109441
90,1505,1,34.229299999424256,0.9905357999461037,0.9969518993582044,0.0,0.9869915114270993
91,1521,1,35.16040000249632,0.9901455470493862,0.9979223694120135,0.0,0.9732098360080449
92,1538,1,34.27080000983551,0.9898324991975512,0.9979933287416186,0.0,0.6850885748876253
