frame_idx,timestamp_ms,landmark_idx,landmark_name,x_m,y_m,z_m,visibility,presence
0,0,11,left_shoulder,0.17247532308101654,-0.382962167263031,-0.2502741813659668,0.9982659220695496,0.984597384929657
0,0,12,right_shoulder,-0.11942256987094879,-0.4756355285644531,-0.10551480948925018,0.9987416863441467,0.9924914240837097
0,0,23,left_hip,0.08510692417621613,0.012922670692205429,-0.00771953072398901,0.9986066222190857,0.9978504180908203
0,0,24,right_hip,-0.08376721292734146,-0.017018061131238937,0.008584154769778252,0.9991256594657898,0.9987699389457703
0,0,13,left_elbow,0.21296434104442596,-0.1434934139251709,-0.2946208715438843,0.8751587271690369,0.9224462509155273
0,0,14,right_elbow,-0.12394393235445023,-0.17661124467849731,-0.12999115884304047,0.5098991990089417,0.9933590292930603
0,0,15,left_wrist,0.233300119638443,0.12967301905155182,-0.25172027945518494,0.2638171315193176,0.5776591300964355
0,0,16,right_wrist,-0.19502422213554382,0.029126852750778198,-0.19152992963790894,0.646854043006897,0.9955075979232788
0,0,21,left_thumb,0.22111934423446655,0.1704198122024536,-0.2572917640209198,0.249167338013649,0.45743802189826965
0,0,22,right_thumb,-0.18711738288402557,0.03851329907774925,-0.21054881811141968,0.6361904740333557,0.9916203022003174
0,0,19,left_index,0.19297148287296295,0.20854255557060242,-0.2694877088069916,0.2443307638168335,0.3153011202812195
0,0,20,right_index,-0.17096607387065887,0.05024656280875206,-0.24545034766197205,0.6351606249809265,0.9798938632011414
0,0,17,left_pinky,0.23878607153892517,0.18314619362354279,-0.25646403431892395,0.22428876161575317,0.3060207962989807
0,0,18,right_pinky,-0.1963668018579483,0.06658820062875748,-0.2211969643831253,0.5945732593536377,0.9796321988105774
1,17,11,left_shoulder,0.17345960438251495,-0.39431193470954895,-0.24924331903457642,0.9976508617401123,0.8837096095085144
1,17,12,right_shoulder,-0.10409677028656006,-0.4851773679256439,-0.10125792771577835,0.997789740562439,0.8939782977104187
1,17,23,left_hip,0.0848388522863388,0.014973842538893223,-0.008964876644313335,0.9969316124916077,0.9453359842300415
1,17,24,right_hip,-0.08347117900848389,-0.019708411768078804,0.009681129828095436,0.9981147646903992,0.9691756963729858
1,17,13,left_elbow,0.2156042754650116,-0.17015357315540314,-0.29084351658821106,0.8755037784576416,0.758255124092102
1,17,14,right_elbow,-0.1152508333325386,-0.19795964658260345,-0.10964741557836533,0.4887026250362396,0.9688877463340759
1,17,15,left_wrist,0.2332925647497177,0.08185622841119766,-0.25044870376586914,0.2712615430355072,0.35188028216362
1,17,16,right_wrist,-0.1845724880695343,-0.015520044602453709,-0.16950975358486176,0.6352853178977966,0.985217273235321
1,17,21,left_thumb,0.2207319289445877,0.11853185296058655,-0.2563179135322571,0.25212201476097107,0.26423338055610657
1,17,22,right_thumb,-0.17570778727531433,-0.009298772551119328,-0.1886443793773651,0.6238898038864136,0.9752308130264282
1,17,19,left_index,0.19189046323299408,0.1393502801656723,-0.26900240778923035,0.25011423230171204,0.17553192377090454
1,17,20,right_index,-0.15736089646816254,-0.0032031212467700243,-0.227728933095932,0.6260185837745667,0.9481316208839417
1,17,17,left_pinky,0.23843614757061005,0.1243489608168602,-0.25645533204078674,0.22859090566635132,0.1727442592382431
1,17,18,right_pinky,-0.1818637251853943,0.014716561883687973,-0.2035529911518097,0.5837900042533875,0.9501917362213135
2,33,11,left_shoulder,0.17333902418613434,-0.4050809144973755,-0.22638539969921112,0.9977070689201355,0.9848814010620117
2,33,12,right_shoulder,-0.10246466845273972,-0.491549015045166,-0.06662211567163467,0.9974679350852966,0.9687277674674988
2,33,23,left_hip,0.08483745157718658,0.01529218815267086,-0.00936903990805149,0.9957851767539978,0.9571851491928101
2,33,24,right_hip,-0.08343435823917389,-0.020061716437339783,0.01005827821791172,0.9971011877059937,0.9643222093582153
2,33,13,left_elbow,0.2181260734796524,-0.18425238132476807,-0.2712305784225464,0.8794950246810913,0.9303041100502014
2,33,14,right_elbow,-0.11541637033224106,-0.1992279589176178,-0.05608558654785156,0.4608405530452728,0.9812185168266296
2,33,15,left_wrist,0.2330143302679062,0.06049273908138275,-0.243392214179039,0.2796421945095062,0.6925994157791138
2,33,16,right_wrist,-0.18480633199214935,-0.020405488088726997,-0.11151883006095886,0.6011039018630981,0.9863212704658508
2,33,21,left_thumb,0.22009357810020447,0.09553859382867813,-0.25000840425491333,0.25328245759010315,0.5893173813819885
2,33,22,right_thumb,-0.17603710293769836,-0.015823766589164734,-0.13164953887462616,0.5912519097328186,0.9780474305152893
2,33,19,left_index,0.19139936566352844,0.11655550450086594,-0.26360100507736206,0.2548810839653015,0.45959073305130005
2,33,20,right_index,-0.15734806656837463,-0.00846924725919962,-0.16604898869991302,0.5945324897766113,0.9575311541557312
2,33,17,left_pinky,0.2378591150045395,0.10464155673980713,-0.25215664505958557,0.23312972486019135,0.442313015460968
2,33,18,right_pinky,-0.18116965889930725,0.011979181319475174,-0.14288972318172455,0.5530311465263367,0.9588228464126587
3,50,11,left_shoulder,0.1734079122543335,-0.4228311777114868,-0.1880146712064743,0.9975011944770813,0.9627202749252319
3,50,12,right_shoulder,-0.10193609446287155,-0.5069240927696228,-0.03158334270119667,0.9969898462295532,0.9565711617469788
3,50,23,left_hip,0.08485513925552368,0.01537678949534893,-0.009366797283291817,0.9944393634796143,0.93984055519104
3,50,24,right_hip,-0.0834205225110054,-0.020156754180788994,0.010056059807538986,0.996076762676239,0.9556043148040771
3,50,13,left_elbow,0.2202601283788681,-0.20018558204174042,-0.2306097149848938,0.8822326064109802,0.895467221736908
3,50,14,right_elbow,-0.11984695494174957,-0.21085317432880402,-0.013297457247972488,0.453151673078537,0.9828448295593262
3,50,15,left_wrist,0.23294416069984436,0.041487328708171844,-0.2142212688922882,0.2889672815799713,0.6781470775604248
3,50,16,right_wrist,-0.18581658601760864,-0.031729795038700104,-0.07342635095119476,0.5982877612113953,0.9921844601631165
3,50,21,left_thumb,0.22001653909683228,0.07541074603796005,-0.22198894619941711,0.25751543045043945,0.5825093984603882
3,50,22,right_thumb,-0.1762026846408844,-0.028572924435138702,-0.09387382119894028,0.5864827036857605,0.9866481423377991
3,50,19,left_index,0.19143562018871307,0.09614281356334686,-0.23627030849456787,0.2624192535877228,0.46130266785621643
