frame_idx,timestamp_ms,landmark_idx,landmark_name,x,y,z,visibility,presence
0,0,11,left_shoulder,0.7624117732048035,0.20080822706222534,-0.5816272497177124,0.9961525797843933,0.9715941548347473
0,0,12,right_shoulder,0.1407729685306549,0.27240097522735596,-0.06825943291187286,0.9966989159584045,0.9841068983078003
0,0,23,left_hip,0.7167599201202393,0.79140704870224,-0.13627216219902039,0.9877039194107056,0.9756854772567749
0,0,24,right_hip,0.3201407790184021,0.7881574630737305,0.1358366757631302,0.9920856356620789,0.9865666031837463
0,0,13,left_elbow,0.9113063812255859,0.5241742134094238,-0.8661015033721924,0.5856702923774719,0.776483416557312
0,0,14,right_elbow,0.11450845003128052,0.5721670389175415,0.050160229206085205,0.21497014164924622,0.9637628197669983
0,0,15,left_wrist,1.0200932025909424,0.886776864528656,-1.6283427476882935,0.06515966355800629,0.29013752937316895
0,0,16,right_wrist,-0.01235806941986084,0.7927121520042419,-0.4850524365901947,0.23267485201358795,0.9597020745277405
0,0,21,left_thumb,0.9482808709144592,0.931093156337738,-1.6911307573318481,0.0663381889462471,0.24017231166362762
0,0,22,right_thumb,-0.0017673969268798828,0.8674345016479492,-0.5751798748970032,0.2545652687549591,0.9419499635696411
0,0,19,left_index,1.0000579357147217,0.9955039620399475,-1.99239182472229,0.07070782780647278,0.16475847363471985
0,0,20,right_index,-0.044842422008514404,0.8956422209739685,-0.8429962992668152,0.261483758687973,0.8888375759124756
0,0,17,left_pinky,1.0801942348480225,0.9856642484664917,-1.8725508451461792,0.0625801756978035,0.1452092081308365
0,0,18,right_pinky,-0.028750300407409668,0.886020302772522,-0.6702833771705627,0.23291730880737305,0.8849508166313171
1,17,11,left_shoulder,0.7663928270339966,0.20173998177051544,-1.3435724973678589,0.9959797263145447,0.9409323930740356
1,17,12,right_shoulder,0.14211730659008026,0.2724951207637787,-0.5470436811447144,0.9965612888336182,0.9701790809631348
1,17,23,left_hip,0.7038844227790833,0.8360087871551514,-0.18288570642471313,0.9875220656394958,0.9570332765579224
1,17,24,right_hip,0.3048541843891144,0.8298482894897461,0.18286700546741486,0.9920386075973511,0.9774096012115479
1,17,13,left_elbow,0.9136207699775696,0.5322291254997253,-1.6394940614700317,0.6058831214904785,0.8771386742591858
1,17,14,right_elbow,0.11393576860427856,0.5722850561141968,-0.2965558171272278,0.2263241708278656,0.9892094731330872
1,17,15,left_wrist,1.0169346332550049,0.9203346967697144,-2.383739948272705,0.07197868824005127,0.4964316189289093
1,17,16,right_wrist,-0.006386110093444586,0.8084399700164795,-0.9034619927406311,0.2592073082923889,0.9943484663963318
1,17,21,left_thumb,0.930020809173584,0.9710109829902649,-2.4540610313415527,0.07006199657917023,0.4067330062389374
1,17,22,right_thumb,0.01567285880446434,0.8808177709579468,-1.0098305940628052,0.27387863397598267,0.9904829263687134
1,17,19,left_index,0.9754010438919067,1.0134187936782837,-2.809216260910034,0.07509105652570724,0.2955605387687683
1,17,20,right_index,-0.020475998520851135,0.9051704406738281,-1.329056978225708,0.28350523114204407,0.9805883765220642
1,17,17,left_pinky,1.0697360038757324,1.034847617149353,-2.66378116607666,0.06677382439374924,0.2751121520996094
1,17,18,right_pinky,-0.02514861524105072,0.8988209962844849,-1.1236263513565063,0.25405243039131165,0.9805179834365845
2,33,11,left_shoulder,0.7663938999176025,0.20204192399978638,-1.0940083265304565,0.9958584904670715,0.954281747341156
2,33,12,right_shoulder,0.14206372201442719,0.27260342240333557,-0.42802339792251587,0.9960151314735413,0.9439272880554199
