frame_idx,timestamp_ms,has_pose,inference_ms,mean_visibility,mean_presence,occluded_frac,wrist_speed_m_s
0,0,1,71.05529999535065,0.7114640897365682,0.5805218586482983,0.24242424242424243,0.0
1,17,1,37.43179999582935,0.7122237909528794,0.6457096336578781,0.24242424242424243,3.1841984897297966
2,33,1,36.842200002865866,0.7154094307316523,0.6894893944528039,0.24242424242424243,1.623272248500731
3,50,1,34.763800009386614,0.7145142886844097,0.6328323676628342,0.24242424242424243,0.8145807360026177
4,67,1,34.418299997923896,0.7133686128777988,0.6326323236271767,0.24242424242424243,0.7841701201093881
5,84,1,36.90940000524279,0.717564166551738,0.7129933604014558,0.24242424242424243,3.668523014183936
6,100,1,34.40740000223741,0.7211944981280601,0.7321499666480425,0.24242424242424243,1.1776811839376466
7,117,1,35.53660000034142,0.7258192965704383,0.731729745330416,0.24242424242424243,1.7617412115983944
8,134,1,38.5041999979876,0.7291731254169436,0.7300095444661565,0.24242424242424243,1.5018262692652793
9,150,1,39.00170000270009,0.7317236462946642,0.7330423693673572,0.24242424242424243,1.0296515877553327
10,167,1,34.593299991684034,0.7340068309144541,0.7100231923219381,0.24242424242424243,1.1138529806718211
11,184,1,34.73800000210758,0.7383460221304134,0.7448974082309922,0.24242424242424243,0.991619647119332
12,201,1,34.27259999443777,0.7402542869306423,0.72910913756597,0.24242424242424243,1.500570045092144
13,217,1,35.68780000205152,0.7429726982037678,0.7301582477653441,0.24242424242424243,0.4442148005732126
14,234,1,34.065100000589155,0.7466937235246102,0.7360002544477483,0.24242424242424243,0.4874281546790568
15,251,1,34.241400004248135,0.7496557313045769,0.7492226075026504,0.24242424242424243,0.8305490035254106
16,267,1,38.84779999498278,0.75332151305382,0.7546845629262724,0.24242424242424243,0.4622844228062946
17,284,1,35.17940000165254,0.7543834938639493,0.7334951610449052,0.24242424242424243,0.4430951575765617
18,301,1,34.74479999567848,0.7572311081951766,0.7535036126968352,0.24242424242424243,0.1700256648392059
19,318,1,37.98590000951663,0.7576723248330932,0.7431623269936112,0.24242424242424243,0.26405382995174737
20,334,1,33.95670000463724,0.759372745076138,0.753256882509132,0.24242424242424243,1.088179106361765
21,351,1,35.02929999376647,0.7617476042077849,0.7540711860302977,0.24242424242424243,0.7036061461259233
22,368,1,36.18559999449644,0.764499070687276,0.7560201614678865,0.24242424242424243,0.6723375149094322
23,385,1,34.94440000213217,0.7663753509634372,0.7490175116743724,0.24242424242424243,0.48993486722485363
24,401,1,39.74549999111332,0.7688817166807976,0.7536128768485717,0.24242424242424243,0.29228729278533744
25,418,1,37.140200001886114,0.7710947380824522,0.7505211605245925,0.24242424242424243,0.42710081563089647
