frame_idx,timestamp_ms,has_pose,inference_ms,mean_visibility_keep,mean_presence_keep,occluded_frac_keep,wrist_speed_m_s
0,0,1,54.23760000849143,0.9528160435812814,0.9029057834829602,0.0,0.0
1,17,1,22.477699996670708,0.9353594396795545,0.6789427037749972,0.0,2.1175794452088423
2,33,1,22.259099991060793,0.9111632193837848,0.4631718508899212,0.0,2.2572454340234525
3,50,1,22.274200004176237,0.9006125926971436,0.5606543772986957,0.0,0.8818636157493802
4,67,1,22.03229999577161,0.8933814678873334,0.6076107174158096,0.0,1.3186473202211046
5,83,1,22.57159999862779,0.8774269691535405,0.4777039225612368,0.0,0.2782420017689548
6,100,1,22.06780000415165,0.8573623853070396,0.4209713770874909,0.0,0.24463677216832255
7,117,1,22.192700009327382,0.8266439480440957,0.3095202741346189,0.0,0.5817738189055461
8,133,1,22.148999996716157,0.8361023196152279,0.7395880584205899,0.0,0.41210542452617654
9,150,1,22.173999997903593,0.8202825954982212,0.41959171635763987,0.0,0.3722815150317101
10,167,1,23.26659999380354,0.8324982140745435,0.8603689074516296,0.0,0.20668755586033066
11,183,1,22.133999998914078,0.8439764508179256,0.8995363754885537,0.0,0.23974499028352006
12,200,1,22.093999999924563,0.8432319930621556,0.8176566064357758,0.0,0.7633074301043488
13,217,1,22.724200010998175,0.8382422796317509,0.6781938118594033,0.0,0.590731875094805
14,233,1,22.092500003054738,0.843927047082356,0.8766021473067147,0.0,0.7647697382340689
15,250,1,22.12340000551194,0.8577166412557874,0.9744081369468144,0.0,0.35592535222886346
16,267,1,22.47670000360813,0.8474876582622528,0.6539071436439242,0.0,1.0681211697155117
17,283,1,22.156400009407662,0.8584898497377124,0.9106994015829903,0.0,0.5218353211487732
18,300,1,22.05580000008922,0.8650361682687487,0.9030020960739681,0.0,0.2891953190046588
19,317,1,23.65109999664128,0.8756778836250305,0.9521690905094147,0.0,0.8349075072551655
20,333,1,22.071999992476776,0.8815993070602417,0.863360949925014,0.0,0.48033770458816133
21,350,1,22.23010000307113,0.8771284478051322,0.7671981751918793,0.0,0.23892835507370558
22,367,1,22.253000002820045,0.8828176047120776,0.8574137006487165,0.0,0.2791977682134898
23,383,1,22.156300008646213,0.8892485627106258,0.885921448469162,0.0,0.6635492471898136
24,400,1,21.88279999245424,0.891699173620769,0.8238748780318669,0.0,0.4692682927905908
25,417,1,22.20020000822842,0.8932590484619141,0.8108175567218235,0.0,0.4368762922248908
26,433,1,22.170299998833798,0.8961344531604222,0.8416359680039542,0.0,0.07164011653005069
27,450,1,22.041700009140186,0.8981809828962598,0.8490152103560311,0.0,0.3339399890937404
28,467,1,22.198700011358596,0.8978908019406455,0.6664888135024479,0.0,0.36202295060815887
29,483,1,25.297499989392236,0.9010714760848454,0.7954041063785553,0.0,0.5596241913009762
30,500,1,22.324099991237745,0.906662472656795,0.9173640183040074,0.0,0.7022247821679818
31,517,1,22.404299990739673,0.9062631045069013,0.859635238136564,0.0,0.5054933703487338
32,533,1,22.243200000957586,0.9139506050518581,0.9794922981943402,0.0,0.3365077287625179
33,550,1,22.346600002492778,0.9208066974367414,0.9862634837627411,0.0,0.4939422641077785
34,567,1,22.21579999604728,0.9239388406276703,0.9475036859512329,0.0,0.6015165593643651
35,583,1,22.48999998846557,0.9300562185900552,0.9837326620306287,0.0,0.2572336315609847
36,600,1,22.167700008139946,0.9355989055974143,0.9872965855257851,0.0,0.18914794066819066
37,617,1,22.304099999018945,0.9397671776158469,0.9742361179419926,0.0,0.10743593297169539
38,633,1,22.550800000317395,0.9448842661721366,0.9948068686894008,0.0,0.1755958719080176
39,650,1,22.03209999424871,0.9496120810508728,0.9950981863907405,0.0,0.1425742247234419
40,667,1,23.025599992251955,0.9540558755397797,0.9973670882838113,0.0,0.5380946662521892
41,683,1,22.030899999663234,0.9573182335921696,0.9923410756247384,0.0,0.3562973708219586
42,700,1,22.0223999931477,0.9606851594788688,0.9962164887360164,0.0,0.38552005822977176
43,717,1,22.145199996884912,0.9633457447801318,0.9944935185568673,0.0,0.17172851848151274
44,733,1,22.01020000211429,0.9652605354785919,0.991938020501818,0.0,0.22089079374871332
45,750,1,22.3005000007106,0.9674390597002847,0.9931485312325614,0.0,0.9275949331439837
46,767,1,22.373400002834387,0.9692227925573077,0.9930481442383358,0.0,0.11048039046713445
47,783,1,22.07819999603089,0.9708727470466069,0.9924559167453221,0.0,0.6788292040219143
48,800,1,22.133999998914078,0.9723396045821053,0.9932487181254795,0.0,0.568656208958626
49,817,1,22.29310000257101,0.9731093730245318,0.9899230173655919,0.0,0.4075865155668942
50,833,1,22.126700001535937,0.9746197589806148,0.9941287764481136,0.0,0.2219959231784111
51,850,1,22.078499998315237,0.9760172579969678,0.995927597795214,0.0,0.47132193527506877
52,867,1,22.828900007880293,0.9766708314418793,0.9930003711155483,0.0,0.7068905259602559
53,883,1,22.092700004577637,0.9774420516831535,0.995983783687864,0.0,0.6263417883746809
54,900,1,22.11009999155067,0.9788053929805756,0.9978716628892081,0.0,0.42844491443765137
55,917,1,22.162300010677427,0.9788983932563237,0.9946999507290977,0.0,0.9417834264469134
56,933,1,21.999399992637336,0.9792964713914054,0.9979617042200906,0.0,1.5955798567294182
57,950,1,22.126800002297387,0.9798852971621922,0.9983925521373749,0.0,0.45111743680955413
58,967,1,21.990700013702735,0.9797119625977108,0.996798860175269,0.0,0.41088389851182683
59,983,1,21.99960000871215,0.9790591725281307,0.9967850659574781,0.0,0.4880376875949749
60,1000,1,22.179300009156577,0.9787015531744275,0.997470178774425,0.0,0.599398687491185
61,1017,1,22.20839999790769,0.9779050435338702,0.9977784241948809,0.0,0.7057626956005216
